segmented_aggregation-none-bm25_k1=1.10_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7324,0.8943,81.9000
segmented_aggregation-none-bm25_k1=1.80_k3=0_b=0.70-none-max-wavg_koetal04-query_first,0.7323,0.8936,81.9000
segmented_aggregation-none-bm25_k1=1.75_k3=0_b=0.70-none-max-wavg_koetal04-query_first,0.7323,0.8936,81.9000
segmented_aggregation-kolczetal00_firsttwopara-tfidf_Lpu_s=0.30_Lpc-murataetal00_B-avg-wavg_length-result_first,0.7323,0.8932,82.0667
segmented_aggregation-none-bm25_k1=2.00_k3=50_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=400_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=350_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=300_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=250_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=200_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=150_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=100_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=950_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=900_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=850_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=800_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=750_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=700_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=650_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=600_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=550_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=500_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=450_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=400_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=350_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=300_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=250_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=200_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=1000_b=0.55-none-max-wavg_koetal04-query_first,0.7323,0.8921,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7322,0.8939,81.8333
segmented_aggregation-none-bm25_k1=1.55_k3=0_b=0.85-none-max-wavg_koetal04-query_first,0.7320,0.8942,81.8333
segmented_aggregation-none-bm25_k1=1.45_k3=0_b=0.75-none-max-wavg_koetal04-query_first,0.7319,0.8938,81.9000
segmented_aggregation-none-bm25_k1=1.40_k3=0_b=0.75-none-max-wavg_koetal04-query_first,0.7319,0.8938,81.9000
segmented_aggregation-none-bm25_k1=1.20_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7319,0.8938,81.9000
segmented_aggregation-none-bm25_k1=1.65_k3=0_b=0.85-none-max-wavg_koetal04-query_first,0.7318,0.8941,81.8333
segmented_aggregation-none-bm25_k1=1.60_k3=0_b=0.85-none-max-wavg_koetal04-query_first,0.7318,0.8941,81.8333
segmented_aggregation-none-bm25_k1=2.00_k3=0_b=0.75-none-max-wavg_koetal04-query_first,0.7318,0.8935,81.8333
segmented_aggregation-none-bm25_k1=1.15_k3=0_b=0.95-none-max-wavg_koetal04-query_first,0.7317,0.8941,81.8333
segmented_aggregation-none-bm25_k1=1.90_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7317,0.8934,81.8333
segmented_aggregation-none-bm25_k1=1.70_k3=50_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8918,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=950_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=900_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=850_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=800_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=750_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=700_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=650_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=600_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=550_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=500_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=450_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=1000_b=0.55-none-max-wavg_koetal04-query_first,0.7317,0.8916,82.0000
segmented_aggregation-none-bm25_k1=1.80_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7316,0.8937,81.8333
segmented_aggregation-none-bm25_k1=1.05_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7316,0.8936,81.9000
segmented_aggregation-none-bm25_k1=1.00_k3=0_b=0.85-none-max-wavg_koetal04-query_first,0.7316,0.8936,81.9000
segmented_aggregation-none-bm25_k1=1.00_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7316,0.8936,81.9000
segmented_aggregation-none-bm25_k1=2.00_k3=0_b=0.70-none-max-wavg_koetal04-query_first,0.7316,0.8930,81.8333
segmented_aggregation-none-bm25_k1=1.95_k3=0_b=0.70-none-max-wavg_koetal04-query_first,0.7316,0.8930,81.8333
segmented_aggregation-none-bm25_k1=1.90_k3=0_b=0.70-none-max-wavg_koetal04-query_first,0.7316,0.8930,81.8333
segmented_aggregation-none-bm25_k1=1.85_k3=0_b=0.70-none-max-wavg_koetal04-query_first,0.7316,0.8930,81.8333
segmented_aggregation-none-bm25_k1=1.95_k3=50_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=150_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=100_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=950_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=900_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=850_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=800_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=750_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=700_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=650_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=600_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=550_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=500_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=50_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=450_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=400_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=350_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=300_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=250_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=200_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=150_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=1000_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=100_b=0.55-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.80_k3=50_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=950_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=900_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=850_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=800_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=750_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=700_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=650_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=600_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=550_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=500_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=450_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=400_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=350_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=300_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=250_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=200_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=150_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=1000_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-none-bm25_k1=1.75_k3=100_b=0.60-none-max-wavg_koetal04-query_first,0.7316,0.8914,82.0000
segmented_aggregation-kolczetal00_firsttwopara-tfidf_Lpu_s=0.00_Lpc-murataetal00_B-avg-wavg_length-result_first,0.7316,0.8897,81.4000
segmented_aggregation-kolczetal00_firsttwopara-tfidf_Lpb_s=0.60_bfc-murataetal00_B-avg-wavg_length-result_first,0.7315,0.8946,80.0667
segmented_aggregation-none-bm25_k1=1.60_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7315,0.8937,81.8333
segmented_aggregation-none-bm25_k1=1.50_k3=0_b=0.85-none-max-wavg_koetal04-query_first,0.7315,0.8937,81.8333
segmented_aggregation-none-bm25_k1=1.45_k3=0_b=0.85-none-max-wavg_koetal04-query_first,0.7315,0.8937,81.8333
segmented_aggregation-none-bm25_k1=1.40_k3=0_b=0.85-none-max-wavg_koetal04-query_first,0.7315,0.8937,81.8333
segmented_aggregation-none-bm25_k1=1.35_k3=0_b=0.85-none-max-wavg_koetal04-query_first,0.7315,0.8937,81.8333
segmented_aggregation-none-bm25_k1=1.95_k3=0_b=0.75-none-max-wavg_koetal04-query_first,0.7314,0.8930,81.8333
segmented_aggregation-none-bm25_k1=1.00_k3=0_b=1.00-none-max-wavg_koetal04-query_first,0.7313,0.8936,81.8333
segmented_aggregation-none-bm25_k1=1.25_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7313,0.8932,81.8333
segmented_aggregation-none-bm25_k1=1.85_k3=0_b=0.75-none-max-wavg_koetal04-query_first,0.7313,0.8925,81.8333
segmented_aggregation-none-bm25_k1=1.80_k3=0_b=0.75-none-max-wavg_koetal04-query_first,0.7313,0.8925,81.8333
segmented_aggregation-none-bm25_k1=1.20_k3=0_b=0.95-none-max-wavg_koetal04-query_first,0.7312,0.8935,81.8333
segmented_aggregation-none-bm25_k1=1.55_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7312,0.8932,81.8333
segmented_aggregation-none-bm25_k1=1.65_k3=0_b=0.80-none-max-wavg_koetal04-query_first,0.7312,0.8931,81.8333
segmented_aggregation-none-bm25_k1=2.00_k3=950_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=900_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=850_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=800_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=750_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=700_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=650_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=600_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=550_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=500_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=50_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=450_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=400_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=350_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=300_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=250_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=200_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=150_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=1000_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=2.00_k3=100_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=950_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=900_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=850_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=800_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=750_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=700_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=650_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=600_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=550_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=500_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=50_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=450_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=400_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=350_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=300_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=250_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=200_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=150_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=1000_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.95_k3=100_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=950_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=900_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=850_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=800_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=750_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=700_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=650_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=600_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=550_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=500_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=50_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=450_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=400_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=350_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=300_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=250_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=200_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=150_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=1000_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.90_k3=100_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.85_k3=950_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.85_k3=900_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.85_k3=850_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.85_k3=800_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.85_k3=750_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.85_k3=700_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.85_k3=650_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.85_k3=600_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
segmented_aggregation-none-bm25_k1=1.85_k3=550_b=0.50-none-max-wavg_koetal04-query_first,0.7312,0.8913,82.0000
